phase,url,local_status,production_status,indexable,robots_directives,canonical,canonical_target_status,sitemap_included,sitemap_lastmod,reason,author,breadcrumbs,broken_external_links,broken_internal_links,content_hash,description_length,duplicate_description,duplicate_title,external_outbound_links,h1,heading_structure,image_count,internal_inbound_links,internal_outbound_links,issues,lang,meta_description,missing_alt,missing_dimensions,modified_date,orphan,page_depth,page_type,published_date,schema_types,source_file,title,title_length,word_count
baseline,https://typescript.robertdevore.com/lessons/testing/,200,200,True,,https://typescript.robertdevore.com/lessons/testing/,200,True,,,,False,0,0,5274ebfa0fc01586009b39f58054f0a4cb7ba70942c8a15240a5caa00e805332,73,False,False,4,Runtime tests & type tests,"[[""h1"", ""Runtime tests & type tests""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,58,72,"no structured data (opportunity, not search requirement)",en,"Test runtime behavior, inferred types, rejected inputs, and integrations.",0,0,,False,2,lessons,,,content/lessons/23-testing.md,Runtime tests & type tests · TypeScript Course,46,745
baseline,https://typescript.robertdevore.com/lessons/objects-arrays-tuples/,200,200,True,,https://typescript.robertdevore.com/lessons/objects-arrays-tuples/,200,True,,,,False,0,0,548ccbb502029be262f005d4c5bc0a6bf5526cbf318dc3f7a7eb9fc33ba0dc3b,75,False,False,4,"Objects, arrays & tuples","[[""h1"", ""Objects, arrays & tuples""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,58,72,"no structured data (opportunity, not search requirement)",en,"Describe objects and collections, and understand how mutation affects them.",0,0,,False,2,lessons,,,content/lessons/04-objects-arrays-tuples.md,"Objects, arrays & tuples · TypeScript Course",44,787
baseline,https://typescript.robertdevore.com/lessons/architecture/,200,200,True,,https://typescript.robertdevore.com/lessons/architecture/,200,True,,,,False,0,0,648d945cbc8484c49c72c8e3dc696b7d82e90d7dbb28feba45cb506101d99564,82,False,False,4,Architecture for large TypeScript systems,"[[""h1"", ""Architecture for large TypeScript systems""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,58,72,"no structured data (opportunity, not search requirement)",en,"Separate domain rules, application services, and adapters with clear dependencies.",0,0,,False,2,lessons,,,content/lessons/34-architecture.md,Architecture for large TypeScript systems · TypeScript Course,61,838
baseline,https://typescript.robertdevore.com/lessons/runtime-safety/,200,200,True,,https://typescript.robertdevore.com/lessons/runtime-safety/,200,True,,,,False,0,0,e3472366c9854a3cf8f33d7943e6576214aea6036b8111ff1e697f4c8557c5e7,77,False,False,5,Type safety versus runtime safety,"[[""h1"", ""Type safety versus runtime safety""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,58,72,"no structured data (opportunity, not search requirement)",en,Learn where static checks fall short and which runtime checks you still need.,0,0,,False,2,lessons,,,content/lessons/33-runtime-safety.md,Type safety versus runtime safety · TypeScript Course,53,696
baseline,https://typescript.robertdevore.com/lessons/structural-typing/,200,200,True,,https://typescript.robertdevore.com/lessons/structural-typing/,200,True,,,,False,0,0,f61db76be4ee267ad4af831c108c897e6d7f0e74707a28862e99d33a666fb6c4,81,False,False,4,Structural typing & assignability,"[[""h1"", ""Structural typing & assignability""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,60,72,"no structured data (opportunity, not search requirement)",en,Understand why object types are compatible and when excess property checks apply.,0,0,,False,1,lessons,,,content/lessons/08-structural-typing.md,Structural typing & assignability · TypeScript Course,53,737
baseline,https://typescript.robertdevore.com/lessons/node-application/,200,200,True,,https://typescript.robertdevore.com/lessons/node-application/,200,True,,,,False,0,0,222ef0dbcfc69bf80918e2e14080b7f981f0f3641f791d796178b58c8e6d607b,81,False,False,5,Building a Node.js application,"[[""h1"", ""Building a Node.js application""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript and Node reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Classes at an adapter boundary""], [""h2"", ""Application lab""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,60,75,"no structured data (opportunity, not search requirement)",en,"Build a Node.js app with configuration, files, HTTP, logs, and graceful shutdown.",0,0,,False,2,lessons,,,content/lessons/25-node-application.md,Building a Node.js application · TypeScript Course,50,924
baseline,https://typescript.robertdevore.com/lessons/exhaustiveness/,200,200,True,,https://typescript.robertdevore.com/lessons/exhaustiveness/,200,True,,,,False,0,0,27375e678ecea15290c3a4fd4793add8413016cb1ed7f112b15b0999d0c6dbd0,63,False,False,3,Discriminated unions & exhaustiveness,"[[""h1"", ""Discriminated unions & exhaustiveness""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,57,72,"no structured data (opportunity, not search requirement)",en,Describe valid states and catch missing cases when they change.,0,0,,False,2,lessons,,,content/lessons/16-exhaustiveness.md,Discriminated unions & exhaustiveness · TypeScript Course,57,734
baseline,https://typescript.robertdevore.com/lessons/functions/,200,200,True,,https://typescript.robertdevore.com/lessons/functions/,200,True,,,,False,0,0,15d43710452873e75093ac8e8d683328bd486f2870168ff3205869fb217279b8,65,False,False,4,Functions & callbacks,"[[""h1"", ""Functions & callbacks""], [""h2"", ""Where you are""], [""h2"", ""Why this matters""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Common failure modes""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,57,73,"no structured data (opportunity, not search requirement)",en,Write functions and callbacks with clear inputs and return types.,0,0,,False,2,lessons,,,content/lessons/03-functions.md,Functions & callbacks · TypeScript Course,41,885
baseline,https://typescript.robertdevore.com/lessons/errors-and-null/,200,200,True,,https://typescript.robertdevore.com/lessons/errors-and-null/,200,True,,,,False,0,0,03b9f39aa560d79354bf3756b9494c100b4074945856c45fdf15976d55b7e271,66,False,False,4,Errors & nullable values,"[[""h1"", ""Errors & nullable values""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,57,73,"no structured data (opportunity, not search requirement)",en,Handle missing values and errors with exceptions and result types.,0,0,,False,2,lessons,,,content/lessons/07-errors-and-null.md,Errors & nullable values · TypeScript Course,44,783
baseline,https://typescript.robertdevore.com/lessons/narrowing/,200,200,True,,https://typescript.robertdevore.com/lessons/narrowing/,200,True,,,,False,0,0,fd8bc69a6fe5f8ef7b13afe86febfc166c4575b62e27c9cf2142a4666815be56,65,False,False,4,"Unions, literals & narrowing","[[""h1"", ""Unions, literals & narrowing""], [""h2"", ""Where you are""], [""h2"", ""Why this matters""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,58,73,"no structured data (opportunity, not search requirement)",en,Use runtime evidence and control flow to make union types useful.,0,0,,False,2,lessons,,,content/lessons/05-narrowing.md,"Unions, literals & narrowing · TypeScript Course",48,881
baseline,https://typescript.robertdevore.com/lessons/advanced-design/,200,200,True,,https://typescript.robertdevore.com/lessons/advanced-design/,200,True,,,,False,0,0,af5778a56f67178b7d70d8ea7bc3cfbc5adfa811dc11f095a37819c2a09bf790,84,False,False,5,Practical advanced types,"[[""h1"", ""Practical advanced types""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality: classes and prototypes""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,60,72,"no structured data (opportunity, not search requirement)",en,"Use brands, builders, recursion, and type-state when they make an API easier to use.",0,0,,False,1,lessons,,,content/lessons/32-advanced-design.md,Practical advanced types · TypeScript Course,44,867
baseline,https://typescript.robertdevore.com/lessons/performance/,200,200,True,,https://typescript.robertdevore.com/lessons/performance/,200,True,,,,False,0,0,68f6066256e83e785e698779d419511f07ceb37e53dac7f89a64950f725f8e76,66,False,False,4,Compiler & editor performance,"[[""h1"", ""Compiler & editor performance""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""Runtime and tooling reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Measurement lab""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,59,73,"no structured data (opportunity, not search requirement)",en,Find what slows the compiler or editor before changing your types.,0,0,,False,2,lessons,,,content/lessons/30-performance.md,Compiler & editor performance · TypeScript Course,49,745
baseline,https://typescript.robertdevore.com/lessons/modules/,200,200,True,,https://typescript.robertdevore.com/lessons/modules/,200,True,,,,False,0,0,1961c5b55bfb7f326b805a4c7e6734246103fd9c2b45f27d7295d513cf267aef,71,False,False,5,"ESM, CommonJS & module resolution","[[""h1"", ""ESM, CommonJS & module resolution""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Package map exercise""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,58,72,"no structured data (opportunity, not search requirement)",en,Follow an import from TypeScript source to the code your runtime loads.,0,0,,False,2,lessons,,,content/lessons/19-modules.md,"ESM, CommonJS & module resolution · TypeScript Course",53,846
baseline,https://typescript.robertdevore.com/lessons/keyof-typeof-indexed-access/,200,200,True,,https://typescript.robertdevore.com/lessons/keyof-typeof-indexed-access/,200,True,,,,False,0,0,ed4024289a01a70dbbf9c37d245e4917cf29222704bdc58d3376ad65e2a604b1,64,False,False,5,"keyof, typeof & indexed access","[[""h1"", ""keyof, typeof & indexed access""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""], [""h2"", ""Type explorer""]]",0,58,73,"no structured data (opportunity, not search requirement)",en,Keep property names and their values connected in reusable APIs.,0,0,,False,2,lessons,,,content/lessons/12-keyof-typeof-indexed-access.md,"keyof, typeof & indexed access · TypeScript Course",50,761
baseline,https://typescript.robertdevore.com/lessons/static-analysis/,200,200,True,,https://typescript.robertdevore.com/lessons/static-analysis/,200,True,,,,False,0,0,5e48f47f274f989a01509e97d7009b64944ebaaece86ca38ad2b38f649c52c6e,70,False,False,5,"Linting, formatting & static analysis","[[""h1"", ""Linting, formatting & static analysis""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""A small workflow""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,58,73,"no structured data (opportunity, not search requirement)",en,"Understand what the compiler, linter, formatter, and tests each check.",0,0,,False,2,lessons,,,content/lessons/24-static-analysis.md,"Linting, formatting & static analysis · TypeScript Course",57,719
baseline,https://typescript.robertdevore.com/lessons/conditional-types/,200,200,True,,https://typescript.robertdevore.com/lessons/conditional-types/,200,True,,,,False,0,0,b48f5cb86954d3429e70b78fe6d6734ef2161accc076424c9616e17aea0c9e53,66,False,False,4,Conditional types & infer,"[[""h1"", ""Conditional types & infer""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,58,72,"no structured data (opportunity, not search requirement)",en,"Use conditional types and infer, and learn when unions distribute.",0,0,,False,2,lessons,,,content/lessons/14-conditional-types.md,Conditional types & infer · TypeScript Course,45,802
baseline,https://typescript.robertdevore.com/lessons/any-unknown-never-void/,200,200,True,,https://typescript.robertdevore.com/lessons/any-unknown-never-void/,200,True,,,,False,0,0,33064e16eb939f1b3a5f140d57618a6f3ed7c0ad542b29fba6d1cba34dc1612f,101,False,False,4,"any, unknown, never & void","[[""h1"", ""any, unknown, never & void""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,57,72,"no structured data (opportunity, not search requirement)",en,"Choose the right meaning for unchecked values, unknown inputs, impossible cases, and ignored returns.",0,0,,False,2,lessons,,,content/lessons/09-any-unknown-never-void.md,"any, unknown, never & void · TypeScript Course",46,762
baseline,https://typescript.robertdevore.com/reference/,200,200,True,,https://typescript.robertdevore.com/reference/,200,True,,,,False,0,0,dae52dd2cc538408fed2f743671831a1a7f4e921fccd0dacce1f39ffb08b94a8,75,False,False,2,TypeScript reference,"[[""h1"", ""TypeScript reference""], [""h2"", ""Runtime versus static contracts""], [""h2"", ""Inference and modeling""], [""h2"", ""Applications and libraries""], [""h2"", ""Error-oriented index""]]",0,101,62,"no structured data (opportunity, not search requirement)",en,"Find TypeScript concepts, common errors, and the lesson that explains them.",0,0,,False,1,reference,,,scripts/build.mjs,TypeScript reference · TypeScript Course,40,386
baseline,https://typescript.robertdevore.com/404/,404,200,False,"noindex,follow",https://typescript.robertdevore.com/404/,200,False,,,,False,0,1,9735a21c6ef67bd2666697a745842d353d5c6ab1df9d3dc2d5cfdc8bd8e58c97,46,False,False,2,Page not found.,"[[""h1"", ""Page not found.""]]",0,1,19,,en,Return to the TypeScript course learning path.,0,0,,True,,404,,,scripts/build.mjs,Page not found · TypeScript Course,34,18
after,https://typescript.robertdevore.com/,200,200,True,,https://typescript.robertdevore.com/,200,True,,,,False,0,0,1074ec07885e9297b304e2d857732b5e84cbb36c40e8b956d17a311d5b7cea98,148,False,False,2,Learn TypeScript.Build appsand libraries.,"[[""h1"", ""Learn TypeScript.Build appsand libraries.""], [""h2"", ""Start with the basics.Build at every stage.""], [""h3"", ""Foundations""], [""h3"", ""The type system""], [""h3"", ""Real applications""], [""h3"", ""Libraries & scale""], [""h3"", ""Advanced & production""], [""h2"", ""Types check your code.Validation checks your data.""], [""h2"", ""Build a jobexecution platform.""]]",0,194,31,,en,"A free, self-guided TypeScript course: 36 lessons, five builds, verified examples, and a production capstone. JavaScript underneath. Types above it.",0,0,,False,0,home,,WebSite;WebPage,scripts/build.mjs,Learn TypeScript. Build apps and libraries. · TypeScript Course,63,348
after,https://typescript.robertdevore.com/research/,200,200,True,,https://typescript.robertdevore.com/research/,200,True,,,,True,0,0,4a85cb8a8743638e76c743ab21710f6c3dcf395cc254282675f1c7df6d5e237f,79,False,False,29,Sources & versions,"[[""h1"", ""Sources & versions""], [""h2"", ""Stable teaching baseline""], [""h2"", ""Authoritative source ledger""], [""h2"", ""Contributor reference lenses""], [""h2"", ""Verification policy""]]",0,100,18,,en,"The course's verified TypeScript baseline, evidence ledger, and release status.",0,0,,False,1,research,,WebSite;WebPage;BreadcrumbList,scripts/build.mjs,Sources & versions · TypeScript Course,38,717
after,https://typescript.robertdevore.com/labs/browser/,200,200,False,"noindex,follow",https://typescript.robertdevore.com/labs/browser/,200,False,,,,False,0,0,0b84ff98ed3c6a829232d891198f1c37b92d5b348df68750c74112c88f49dd62,0,False,False,0,Check the actual element.,"[[""h1"", ""Check the actual element.""]]",0,1,1,,en,,0,0,,False,2,labs,,,labs/browser/index.html,Browser boundary lab · TypeScript Course,40,42
after,https://typescript.robertdevore.com/course/,200,200,True,,https://typescript.robertdevore.com/course/,200,True,,,,True,0,0,41394209bbfaa57fa449d60abc97f74cbb95b84a22580d45cd4d4175fc02390d,104,False,False,2,Your TypeScriptlearning path.,"[[""h1"", ""Your TypeScriptlearning path.""], [""h2"", ""Foundations""], [""h2"", ""The type system""], [""h2"", ""Real applications""], [""h2"", ""Libraries & scale""], [""h2"", ""Advanced & production""]]",0,240,59,,en,"All 36 TypeScript lessons and five milestone builds in order, with local progress and clear checkpoints.",0,0,,False,1,course,,WebSite;CollectionPage;BreadcrumbList,scripts/build.mjs,The complete learning path · TypeScript Course,46,315
after,https://typescript.robertdevore.com/tracks/,200,200,True,,https://typescript.robertdevore.com/tracks/,200,True,,,,True,0,0,9a7e08016ec69b0cacc3502bfea038ac0b92965694216689a96676d04292a058,88,False,False,2,Optional specialization tracks,"[[""h1"", ""Optional specialization tracks""], [""h2"", ""Backend TypeScript""], [""h2"", ""Frontend TypeScript""], [""h2"", ""Library engineering""], [""h2"", ""Type-level TypeScript""], [""h2"", ""Tooling & compiler APIs""], [""h2"", ""Monorepo & enterprise TypeScript""]]",0,51,28,,en,"Continue into backend, frontend, library, type-level, tooling, or enterprise TypeScript.",0,0,,False,1,tracks,,WebSite;WebPage;BreadcrumbList,scripts/build.mjs,Optional specialization tracks · TypeScript Course,50,533
after,https://typescript.robertdevore.com/about/,200,200,True,,https://typescript.robertdevore.com/about/,200,True,,,,True,0,0,6c0b642fd7bfdf7f7836d0513849de34795250af4ac1dd6bee83cc70cb48d043,69,False,False,4,About the course,"[[""h1"", ""About the course""], [""h2"", ""How to study""], [""h2"", ""Get the runnable course""], [""h2"", ""Find an answer""], [""h2"", ""Progress and privacy""], [""h2"", ""Versions and sources""], [""h2"", ""Author and references""]]",0,99,22,,en,How to study this independent TypeScript course and verify your work.,0,0,,False,1,about,,WebSite;AboutPage;BreadcrumbList,scripts/build.mjs,About the course · TypeScript Course,36,520
after,https://typescript.robertdevore.com/builds/package-consumer/,200,200,True,,https://typescript.robertdevore.com/builds/package-consumer/,200,True,,,,True,0,0,e93c0d95d6e9b25cba87c6a852681aeffaeaf48bca58d4cea45657550ba5011e,98,False,False,2,Build 4: package & independent consumer,"[[""h1"", ""Build 4: package & independent consumer""], [""h2"", ""The brief""], [""h2"", ""Milestone 1 \u2014 Define the support envelope""], [""h2"", ""Milestone 2 \u2014 Produce both artifacts""], [""h2"", ""Milestone 3 \u2014 Configure package exports""], [""h2"", ""Milestone 4 \u2014 Inspect the tarball""], [""h2"", ""Milestone 5 \u2014 Install outside the workspace""], [""h2"", ""Milestone 6 \u2014 Review compatibility""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime-boundary drill""], [""h2"", ""Documentation and release notes""], [""h2"", ""Review rubric""], [""h2"", ""Completion checkpoint""]]",0,58,75,,en,Prepare a releasable package and prove its runtime and declaration contracts from a fresh install.,0,0,,False,2,builds,,WebSite;WebPage;LearningResource;BreadcrumbList,content/builds/04-package-consumer.md,Build 4: package & independent consumer · TypeScript Course,59,839
after,https://typescript.robertdevore.com/builds/capstone/,200,200,True,,https://typescript.robertdevore.com/builds/capstone/,200,True,,,,True,0,0,cf8d0c713a3a1e9880ed939bce9e73d44169dba3c9d0ddc841652de87487c585,96,False,False,2,Capstone: typed job execution platform,"[[""h1"", ""Capstone: typed job execution platform""], [""h2"", ""The brief""], [""h2"", ""Deliverables""], [""h2"", ""Milestone 1 \u2014 Model identity and state""], [""h2"", ""Milestone 2 \u2014 Establish runtime contracts""], [""h2"", ""Milestone 3 \u2014 Build the executor""], [""h2"", ""Milestone 4 \u2014 Persist and recover""], [""h2"", ""Milestone 5 \u2014 Expose HTTP and CLI adapters""], [""h2"", ""Milestone 6 \u2014 Package the owned contracts""], [""h2"", ""Milestone 7 \u2014 Own production lifecycle""], [""h2"", ""Milestone 8 \u2014 Release and defend the design""], [""h2"", ""Final review rubric""], [""h2"", ""Diagnostic challenge""], [""h2"", ""Completion checkpoint""]]",0,59,76,,en,"Design, implement, test, package, and operate a complete job system through explicit milestones.",0,0,,False,1,builds,,WebSite;WebPage;LearningResource;BreadcrumbList,content/builds/05-capstone.md,Capstone: typed job execution platform · TypeScript Course,58,1350
after,https://typescript.robertdevore.com/builds/data-utility/,200,200,True,,https://typescript.robertdevore.com/builds/data-utility/,200,True,,,,True,0,0,da88f77e203787d55282acb0252b945c241c07dea5be698bd3f8c4061ac54527,76,False,False,2,Build 1: command-line data utility,"[[""h1"", ""Build 1: command-line data utility""], [""h2"", ""The brief""], [""h2"", ""Inputs and outputs""], [""h2"", ""Milestone 1 \u2014 Own the toolchain""], [""h2"", ""Milestone 2 \u2014 Parse unknown input""], [""h2"", ""Milestone 3 \u2014 Model outcomes""], [""h2"", ""Milestone 4 \u2014 Verify the process boundary""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime-boundary drill""], [""h2"", ""Compare after implementation""], [""h2"", ""Review questions""], [""h2"", ""Completion checkpoint""]]",0,57,74,,en,"Parse a local job file, reject malformed input, and print an honest summary.",0,0,,False,2,builds,,WebSite;WebPage;LearningResource;BreadcrumbList,content/builds/01-data-utility.md,Build 1: command-line data utility · TypeScript Course,54,888
after,https://typescript.robertdevore.com/builds/library-cli/,200,200,True,,https://typescript.robertdevore.com/builds/library-cli/,200,True,,,,True,0,0,3f19622165b9c4e6dfabb9e796ed65d4252577d02696713bb9f147fd9c19a3e3,93,False,False,2,Build 2: reusable library & CLI,"[[""h1"", ""Build 2: reusable library & CLI""], [""h2"", ""The brief""], [""h2"", ""Public domain contract""], [""h2"", ""Milestone 1 \u2014 Separate ownership""], [""h2"", ""Milestone 2 \u2014 Use precise results""], [""h2"", ""Milestone 3 \u2014 Add one justified generic""], [""h2"", ""Milestone 4 \u2014 Test runtime contracts""], [""h2"", ""Milestone 5 \u2014 Test type contracts""], [""h2"", ""Runtime-boundary drill""], [""h2"", ""Type-checker drill""], [""h2"", ""Compare after implementation""], [""h2"", ""Review rubric""], [""h2"", ""Completion checkpoint""]]",0,58,75,,en,"Extract domain behavior, preserve inference, and test both runtime and public type contracts.",0,0,,False,2,builds,,WebSite;WebPage;LearningResource;BreadcrumbList,content/builds/02-library-cli.md,Build 2: reusable library & CLI · TypeScript Course,51,883
after,https://typescript.robertdevore.com/builds/application/,200,200,True,,https://typescript.robertdevore.com/builds/application/,200,True,,,,True,0,0,9abc9e4a78660139254d0cf029786a57cb5c15a4ff4337854d7b4cb978672015,94,False,False,2,Build 3: validated HTTP application,"[[""h1"", ""Build 3: validated HTTP application""], [""h2"", ""The brief""], [""h2"", ""Observable contract""], [""h2"", ""Milestone 1 \u2014 Parse startup configuration""], [""h2"", ""Milestone 2 \u2014 Build a trustworthy client""], [""h2"", ""Milestone 3 \u2014 Own application concurrency""], [""h2"", ""Milestone 4 \u2014 Make errors and logs useful""], [""h2"", ""Milestone 5 \u2014 Shut down gracefully""], [""h2"", ""Milestone 6 \u2014 Test both seams and real HTTP""], [""h2"", ""Type-checker and runtime drills""], [""h2"", ""Production review""], [""h2"", ""Completion checkpoint""]]",0,57,74,,en,"Build a bounded, observable Node service with a real external boundary and graceful lifecycle.",0,0,,False,2,builds,,WebSite;WebPage;LearningResource;BreadcrumbList,content/builds/03-application.md,Build 3: validated HTTP application · TypeScript Course,55,940
after,https://typescript.robertdevore.com/search/,200,200,False,"noindex,follow",https://typescript.robertdevore.com/search/,200,False,,,,False,0,0,25119ca17d489a1f3680996f34b7bd73cbc3a56c46f8f3be35ea1788fef701fb,76,False,False,2,Search the course.,"[[""h1"", ""Search the course.""]]",0,101,19,,en,"Search TypeScript concepts, compiler errors, and practical reference topics.",0,0,,False,1,search,,,scripts/build.mjs,Search the course · TypeScript Course,37,35
after,https://typescript.robertdevore.com/lessons/generics/,200,200,True,,https://typescript.robertdevore.com/lessons/generics/,200,True,,,,True,0,0,6b326cccc95d450df897052a1b1c634d74785afe3ff74ea2b7129b5c213cfa71,85,False,False,4,Generics & type relationships,"[[""h1"", ""Generics & type relationships""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""], [""h2"", ""Type explorer""]]",0,59,75,,en,Design reusable functions whose outputs retain useful information about their inputs.,0,0,,False,2,lessons,,WebSite;WebPage;LearningResource;BreadcrumbList,content/lessons/11-generics.md,Generics & type relationships · TypeScript Course,49,835
after,https://typescript.robertdevore.com/lessons/publishing/,200,200,True,,https://typescript.robertdevore.com/lessons/publishing/,200,True,,,,True,0,0,37d8054bf78dcdbb75fc12f9ae43e9cf7cc760067d445064fd6444258081a3d7,92,False,False,5,Publishing typed packages,"[[""h1"", ""Publishing typed packages""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""Runtime and package-manager reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Package workflow""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,59,76,,en,"Test the tarball that consumers install, including exports, declarations, and compatibility.",0,0,,False,2,lessons,,WebSite;WebPage;LearningResource;BreadcrumbList,content/lessons/28-publishing.md,Publishing typed packages · TypeScript Course,45,732
